,LocationID,Borough,Zone
136,170,Manhattan,Murray Hill
137,161,Manhattan,Midtown Center
138,137,Manhattan,Kips Bay
139,229,Manhattan,Sutton Place/Turtle Bay North
140,43,Manhattan,Central Park
141,170,Manhattan,Murray Hill
142,144,Manhattan,Little Italy/NoLiTa
143,161,Manhattan,Midtown Center
144,229,Manhattan,Sutton Place/Turtle Bay North
145,186,Manhattan,Penn Station/Madison Sq West
146,68,Manhattan,East Chelsea
147,229,Manhattan,Sutton Place/Turtle Bay North
148,239,Manhattan,Upper West Side South
149,162,Manhattan,Midtown East
150,234,Manhattan,Union Sq
151,233,Manhattan,UN/Turtle Bay South
152,50,Manhattan,Clinton West
153,162,Manhattan,Midtown East
154,186,Manhattan,Penn Station/Madison Sq West
155,233,Manhattan,UN/Turtle Bay South
156,237,Manhattan,Upper East Side South
157,87,Manhattan,Financial District North
158,228,Brooklyn,Sunset Park West
159,236,Manhattan,Upper East Side North
160,148,Manhattan,Lower East Side
161,163,Manhattan,Midtown North
162,116,Manhattan,Hamilton Heights
163,230,Manhattan,Times Sq/Theatre District
164,163,Manhattan,Midtown North
165,138,Queens,LaGuardia Airport
166,142,Manhattan,Lincoln Square East
167,163,Manhattan,Midtown North
168,161,Manhattan,Midtown Center
169,107,Manhattan,Gramercy
170,239,Manhattan,Upper West Side South
171,140,Manhattan,Lenox Hill East
172,170,Manhattan,Murray Hill
173,234,Manhattan,Union Sq
174,234,Manhattan,Union Sq
175,125,Manhattan,Hudson Sq
176,236,Manhattan,Upper East Side North
177,79,Manhattan,East Village
178,186,Manhattan,Penn Station/Madison Sq West
179,113,Manhattan,Greenwich Village North
180,140,Manhattan,Lenox Hill East
181,246,Manhattan,West Chelsea/Hudson Yards
182,162,Manhattan,Midtown East
183,186,Manhattan,Penn Station/Madison Sq West
184,231,Manhattan,TriBeCa/Civic Center
185,43,Manhattan,Central Park
186,239,Manhattan,Upper West Side South
187,75,Manhattan,East Harlem South
188,142,Manhattan,Lincoln Square East
189,236,Manhattan,Upper East Side North
190,230,Manhattan,Times Sq/Theatre District
191,237,Manhattan,Upper East Side South
192,100,Manhattan,Garment District
193,138,Queens,LaGuardia Airport
194,179,Queens,Old Astoria
195,140,Manhattan,Lenox Hill East
196,75,Manhattan,East Harlem South
197,234,Manhattan,Union Sq
198,186,Manhattan,Penn Station/Madison Sq West
199,132,Queens,JFK Airport
200,164,Manhattan,Midtown South
201,161,Manhattan,Midtown Center
202,107,Manhattan,Gramercy
203,132,Queens,JFK Airport
204,68,Manhattan,East Chelsea
205,237,Manhattan,Upper East Side South
206,249,Manhattan,West Village
207,50,Manhattan,Clinton West
208,88,Manhattan,Financial District South
209,48,Manhattan,Clinton East
210,236,Manhattan,Upper East Side North
211,143,Manhattan,Lincoln Square West
212,229,Manhattan,Sutton Place/Turtle Bay North
213,140,Manhattan,Lenox Hill East
214,163,Manhattan,Midtown North
215,140,Manhattan,Lenox Hill East
216,132,Queens,JFK Airport
217,13,Manhattan,Battery Park City
218,164,Manhattan,Midtown South
219,151,Manhattan,Manhattan Valley
220,237,Manhattan,Upper East Side South
221,239,Manhattan,Upper West Side South
222,138,Queens,LaGuardia Airport
223,170,Manhattan,Murray Hill
224,113,Manhattan,Greenwich Village North
225,161,Manhattan,Midtown Center
226,164,Manhattan,Midtown South
227,231,Manhattan,TriBeCa/Civic Center
228,161,Manhattan,Midtown Center
229,170,Manhattan,Murray Hill
230,163,Manhattan,Midtown North
231,151,Manhattan,Manhattan Valley
232,10,Queens,Baisley Park
233,236,Manhattan,Upper East Side North
234,138,Queens,LaGuardia Airport
235,262,Manhattan,Yorkville East
236,137,Manhattan,Kips Bay
237,236,Manhattan,Upper East Side North
238,142,Manhattan,Lincoln Square East
239,138,Queens,LaGuardia Airport
240,75,Manhattan,East Harlem South
241,236,Manhattan,Upper East Side North
242,50,Manhattan,Clinton West
243,170,Manhattan,Murray Hill
244,237,Manhattan,Upper East Side South
245,162,Manhattan,Midtown East
246,100,Manhattan,Garment District
247,28,Queens,Briarwood/Jamaica Hills
248,230,Manhattan,Times Sq/Theatre District
249,186,Manhattan,Penn Station/Madison Sq West
250,230,Manhattan,Times Sq/Theatre District
251,238,Manhattan,Upper West Side North
252,24,Manhattan,Bloomingdale
253,249,Manhattan,West Village
254,142,Manhattan,Lincoln Square East
255,152,Manhattan,Manhattanville
256,236,Manhattan,Upper East Side North
257,142,Manhattan,Lincoln Square East
258,211,Manhattan,SoHo
259,48,Manhattan,Clinton East
260,186,Manhattan,Penn Station/Madison Sq West
261,138,Queens,LaGuardia Airport
262,239,Manhattan,Upper West Side South
263,246,Manhattan,West Chelsea/Hudson Yards
264,140,Manhattan,Lenox Hill East
265,87,Manhattan,Financial District North
266,170,Manhattan,Murray Hill
267,239,Manhattan,Upper West Side South
268,162,Manhattan,Midtown East
269,249,Manhattan,West Village
270,87,Manhattan,Financial District North
271,170,Manhattan,Murray Hill
272,161,Manhattan,Midtown Center
273,138,Queens,LaGuardia Airport
274,43,Manhattan,Central Park
275,132,Queens,JFK Airport
276,142,Manhattan,Lincoln Square East
277,170,Manhattan,Murray Hill
278,114,Manhattan,Greenwich Village South
279,142,Manhattan,Lincoln Square East
280,161,Manhattan,Midtown Center
281,237,Manhattan,Upper East Side South
282,90,Manhattan,Flatiron
283,13,Manhattan,Battery Park City
284,264,Unknown,NV
285,100,Manhattan,Garment District
286,170,Manhattan,Murray Hill
287,138,Queens,LaGuardia Airport
288,264,Unknown,NV
289,138,Queens,LaGuardia Airport
290,48,Manhattan,Clinton East
291,48,Manhattan,Clinton East
292,48,Manhattan,Clinton East
293,43,Manhattan,Central Park
294,229,Manhattan,Sutton Place/Turtle Bay North
295,237,Manhattan,Upper East Side South
296,161,Manhattan,Midtown Center
297,137,Manhattan,Kips Bay
298,229,Manhattan,Sutton Place/Turtle Bay North
299,239,Manhattan,Upper West Side South
300,234,Manhattan,Union Sq
301,249,Manhattan,West Village
302,170,Manhattan,Murray Hill
303,237,Manhattan,Upper East Side South
304,68,Manhattan,East Chelsea
305,107,Manhattan,Gramercy
306,263,Manhattan,Yorkville West
307,161,Manhattan,Midtown Center
308,143,Manhattan,Lincoln Square West
309,113,Manhattan,Greenwich Village North
310,186,Manhattan,Penn Station/Madison Sq West
311,239,Manhattan,Upper West Side South
312,238,Manhattan,Upper West Side North
313,132,Queens,JFK Airport
314,229,Manhattan,Sutton Place/Turtle Bay North
315,239,Manhattan,Upper West Side South
316,234,Manhattan,Union Sq
317,230,Manhattan,Times Sq/Theatre District
318,114,Manhattan,Greenwich Village South
319,186,Manhattan,Penn Station/Madison Sq West
320,231,Manhattan,TriBeCa/Civic Center
321,162,Manhattan,Midtown East
322,230,Manhattan,Times Sq/Theatre District
323,142,Manhattan,Lincoln Square East
324,239,Manhattan,Upper West Side South
325,230,Manhattan,Times Sq/Theatre District
326,107,Manhattan,Gramercy
327,229,Manhattan,Sutton Place/Turtle Bay North
328,87,Manhattan,Financial District North
329,238,Manhattan,Upper West Side North
330,237,Manhattan,Upper East Side South
331,236,Manhattan,Upper East Side North
332,170,Manhattan,Murray Hill
333,132,Queens,JFK Airport
334,238,Manhattan,Upper West Side North
335,244,Manhattan,Washington Heights South
336,162,Manhattan,Midtown East
337,161,Manhattan,Midtown Center
338,234,Manhattan,Union Sq
339,170,Manhattan,Murray Hill
340,161,Manhattan,Midtown Center
341,68,Manhattan,East Chelsea
342,161,Manhattan,Midtown Center
343,186,Manhattan,Penn Station/Madison Sq West
344,7,Queens,Astoria
345,132,Queens,JFK Airport
346,234,Manhattan,Union Sq
347,144,Manhattan,Little Italy/NoLiTa
348,48,Manhattan,Clinton East
349,264,Unknown,NV
350,52,Brooklyn,Cobble Hill
351,161,Manhattan,Midtown Center
352,239,Manhattan,Upper West Side South
353,231,Manhattan,TriBeCa/Civic Center
354,162,Manhattan,Midtown East
355,249,Manhattan,West Village
356,158,Manhattan,Meatpacking/West Village West
357,234,Manhattan,Union Sq
358,141,Manhattan,Lenox Hill West
359,112,Brooklyn,Greenpoint
360,229,Manhattan,Sutton Place/Turtle Bay North
361,163,Manhattan,Midtown North
362,236,Manhattan,Upper East Side North
363,74,Manhattan,East Harlem North
364,140,Manhattan,Lenox Hill East
365,236,Manhattan,Upper East Side North
366,161,Manhattan,Midtown Center
367,262,Manhattan,Yorkville East
368,229,Manhattan,Sutton Place/Turtle Bay North
369,79,Manhattan,East Village
370,162,Manhattan,Midtown East
371,87,Manhattan,Financial District North
372,237,Manhattan,Upper East Side South
373,141,Manhattan,Lenox Hill West
374,140,Manhattan,Lenox Hill East
375,90,Manhattan,Flatiron
376,237,Manhattan,Upper East Side South
377,132,Queens,JFK Airport
378,231,Manhattan,TriBeCa/Civic Center
379,161,Manhattan,Midtown Center
380,170,Manhattan,Murray Hill
381,45,Manhattan,Chinatown
382,236,Manhattan,Upper East Side North
383,164,Manhattan,Midtown South
384,113,Manhattan,Greenwich Village North
385,263,Manhattan,Yorkville West
386,161,Manhattan,Midtown Center
387,262,Manhattan,Yorkville East
388,68,Manhattan,East Chelsea
389,262,Manhattan,Yorkville East
390,237,Manhattan,Upper East Side South
391,230,Manhattan,Times Sq/Theatre District
392,132,Queens,JFK Airport
393,264,Unknown,NV
394,239,Manhattan,Upper West Side South
395,229,Manhattan,Sutton Place/Turtle Bay North
396,262,Manhattan,Yorkville East
397,132,Queens,JFK Airport
398,237,Manhattan,Upper East Side South
399,170,Manhattan,Murray Hill
400,100,Manhattan,Garment District
401,144,Manhattan,Little Italy/NoLiTa
402,87,Manhattan,Financial District North
403,261,Manhattan,World Trade Center
404,68,Manhattan,East Chelsea
405,143,Manhattan,Lincoln Square West
406,239,Manhattan,Upper West Side South
407,264,Unknown,NV
408,163,Manhattan,Midtown North
409,238,Manhattan,Upper West Side North
410,231,Manhattan,TriBeCa/Civic Center
411,24,Manhattan,Bloomingdale
412,43,Manhattan,Central Park
413,164,Manhattan,Midtown South
414,48,Manhattan,Clinton East
415,140,Manhattan,Lenox Hill East
416,113,Manhattan,Greenwich Village North
417,163,Manhattan,Midtown North
418,68,Manhattan,East Chelsea
419,107,Manhattan,Gramercy
420,231,Manhattan,TriBeCa/Civic Center
421,43,Manhattan,Central Park
422,43,Manhattan,Central Park
423,164,Manhattan,Midtown South
424,233,Manhattan,UN/Turtle Bay South
425,142,Manhattan,Lincoln Square East
426,79,Manhattan,East Village
427,43,Manhattan,Central Park
428,236,Manhattan,Upper East Side North
429,161,Manhattan,Midtown Center
430,236,Manhattan,Upper East Side North
431,170,Manhattan,Murray Hill
432,161,Manhattan,Midtown Center
433,236,Manhattan,Upper East Side North
434,238,Manhattan,Upper West Side North
435,100,Manhattan,Garment District
436,261,Manhattan,World Trade Center
437,125,Manhattan,Hudson Sq
438,230,Manhattan,Times Sq/Theatre District
439,236,Manhattan,Upper East Side North
440,238,Manhattan,Upper West Side North
441,107,Manhattan,Gramercy
442,236,Manhattan,Upper East Side North
443,264,Unknown,NV
444,237,Manhattan,Upper East Side South
445,43,Manhattan,Central Park
446,138,Queens,LaGuardia Airport
447,237,Manhattan,Upper East Side South
448,264,Unknown,NV
449,162,Manhattan,Midtown East
450,132,Queens,JFK Airport
451,170,Manhattan,Murray Hill
452,237,Manhattan,Upper East Side South
453,166,Manhattan,Morningside Heights
454,238,Manhattan,Upper West Side North
455,166,Manhattan,Morningside Heights
456,237,Manhattan,Upper East Side South
457,230,Manhattan,Times Sq/Theatre District
458,163,Manhattan,Midtown North
459,236,Manhattan,Upper East Side North
460,237,Manhattan,Upper East Side South
461,186,Manhattan,Penn Station/Madison Sq West
462,164,Manhattan,Midtown South
463,79,Manhattan,East Village
464,236,Manhattan,Upper East Side North
465,162,Manhattan,Midtown East
466,142,Manhattan,Lincoln Square East
467,162,Manhattan,Midtown East
468,161,Manhattan,Midtown Center
469,152,Manhattan,Manhattanville
470,163,Manhattan,Midtown North
471,249,Manhattan,West Village
472,249,Manhattan,West Village
473,43,Manhattan,Central Park
474,164,Manhattan,Midtown South
475,236,Manhattan,Upper East Side North
476,236,Manhattan,Upper East Side North
477,234,Manhattan,Union Sq
478,137,Manhattan,Kips Bay
479,141,Manhattan,Lenox Hill West
480,236,Manhattan,Upper East Side North
481,138,Queens,LaGuardia Airport
482,132,Queens,JFK Airport
483,237,Manhattan,Upper East Side South
484,90,Manhattan,Flatiron
485,87,Manhattan,Financial District North
486,163,Manhattan,Midtown North
487,107,Manhattan,Gramercy
488,141,Manhattan,Lenox Hill West
489,231,Manhattan,TriBeCa/Civic Center
490,236,Manhattan,Upper East Side North
491,140,Manhattan,Lenox Hill East
492,209,Manhattan,Seaport
493,132,Queens,JFK Airport
494,236,Manhattan,Upper East Side North
495,234,Manhattan,Union Sq
496,143,Manhattan,Lincoln Square West
497,68,Manhattan,East Chelsea
498,138,Queens,LaGuardia Airport
499,90,Manhattan,Flatiron
500,170,Manhattan,Murray Hill
501,211,Manhattan,SoHo
502,238,Manhattan,Upper West Side North
503,163,Manhattan,Midtown North
504,45,Manhattan,Chinatown
505,79,Manhattan,East Village
506,249,Manhattan,West Village
507,230,Manhattan,Times Sq/Theatre District
508,170,Manhattan,Murray Hill
509,162,Manhattan,Midtown East
510,261,Manhattan,World Trade Center
511,186,Manhattan,Penn Station/Madison Sq West
512,151,Manhattan,Manhattan Valley
513,132,Queens,JFK Airport
514,132,Queens,JFK Airport
515,162,Manhattan,Midtown East
516,239,Manhattan,Upper West Side South
517,140,Manhattan,Lenox Hill East
518,211,Manhattan,SoHo
519,229,Manhattan,Sutton Place/Turtle Bay North
520,163,Manhattan,Midtown North
521,237,Manhattan,Upper East Side South
522,170,Manhattan,Murray Hill
523,138,Queens,LaGuardia Airport
524,170,Manhattan,Murray Hill
525,107,Manhattan,Gramercy
526,249,Manhattan,West Village
527,230,Manhattan,Times Sq/Theatre District
528,239,Manhattan,Upper West Side South
529,163,Manhattan,Midtown North
530,186,Manhattan,Penn Station/Madison Sq West
531,164,Manhattan,Midtown South
532,170,Manhattan,Murray Hill
533,164,Manhattan,Midtown South
534,234,Manhattan,Union Sq
535,107,Manhattan,Gramercy
536,186,Manhattan,Penn Station/Madison Sq West
537,161,Manhattan,Midtown Center
538,107,Manhattan,Gramercy
539,132,Queens,JFK Airport
540,161,Manhattan,Midtown Center
541,237,Manhattan,Upper East Side South
542,186,Manhattan,Penn Station/Madison Sq West
543,90,Manhattan,Flatiron
544,164,Manhattan,Midtown South
545,246,Manhattan,West Chelsea/Hudson Yards
546,142,Manhattan,Lincoln Square East
547,231,Manhattan,TriBeCa/Civic Center
548,236,Manhattan,Upper East Side North
549,229,Manhattan,Sutton Place/Turtle Bay North
550,142,Manhattan,Lincoln Square East
551,132,Queens,JFK Airport
552,264,Unknown,NV
553,234,Manhattan,Union Sq
554,264,Unknown,NV
555,230,Manhattan,Times Sq/Theatre District
556,249,Manhattan,West Village
557,261,Manhattan,World Trade Center
558,90,Manhattan,Flatiron
559,163,Manhattan,Midtown North
560,264,Unknown,NV
561,13,Manhattan,Battery Park City
562,13,Manhattan,Battery Park City
563,237,Manhattan,Upper East Side South
564,164,Manhattan,Midtown South
565,231,Manhattan,TriBeCa/Civic Center
566,236,Manhattan,Upper East Side North
567,238,Manhattan,Upper West Side North
568,142,Manhattan,Lincoln Square East
569,239,Manhattan,Upper West Side South
570,236,Manhattan,Upper East Side North
571,238,Manhattan,Upper West Side North
572,158,Manhattan,Meatpacking/West Village West
573,162,Manhattan,Midtown East
574,141,Manhattan,Lenox Hill West
575,48,Manhattan,Clinton East
576,229,Manhattan,Sutton Place/Turtle Bay North
577,158,Manhattan,Meatpacking/West Village West
578,45,Manhattan,Chinatown
579,246,Manhattan,West Chelsea/Hudson Yards
580,68,Manhattan,East Chelsea
581,234,Manhattan,Union Sq
582,132,Queens,JFK Airport
583,230,Manhattan,Times Sq/Theatre District
584,161,Manhattan,Midtown Center
585,141,Manhattan,Lenox Hill West
586,236,Manhattan,Upper East Side North
587,234,Manhattan,Union Sq
588,43,Manhattan,Central Park
589,163,Manhattan,Midtown North
590,234,Manhattan,Union Sq
591,164,Manhattan,Midtown South
592,239,Manhattan,Upper West Side South
593,236,Manhattan,Upper East Side North
594,236,Manhattan,Upper East Side North
595,161,Manhattan,Midtown Center
596,229,Manhattan,Sutton Place/Turtle Bay North
597,162,Manhattan,Midtown East
598,132,Queens,JFK Airport
599,236,Manhattan,Upper East Side North
600,162,Manhattan,Midtown East
601,161,Manhattan,Midtown Center
602,107,Manhattan,Gramercy
603,236,Manhattan,Upper East Side North
604,140,Manhattan,Lenox Hill East
605,231,Manhattan,TriBeCa/Civic Center
606,107,Manhattan,Gramercy
607,107,Manhattan,Gramercy
608,113,Manhattan,Greenwich Village North
609,100,Manhattan,Garment District
610,170,Manhattan,Murray Hill
611,142,Manhattan,Lincoln Square East
612,186,Manhattan,Penn Station/Madison Sq West
613,234,Manhattan,Union Sq
614,234,Manhattan,Union Sq
615,68,Manhattan,East Chelsea
616,142,Manhattan,Lincoln Square East
617,100,Manhattan,Garment District
618,264,Unknown,NV
619,144,Manhattan,Little Italy/NoLiTa
620,237,Manhattan,Upper East Side South
621,43,Manhattan,Central Park
622,87,Manhattan,Financial District North
623,161,Manhattan,Midtown Center
624,151,Manhattan,Manhattan Valley
625,40,Brooklyn,Carroll Gardens
626,144,Manhattan,Little Italy/NoLiTa
627,237,Manhattan,Upper East Side South
628,113,Manhattan,Greenwich Village North
629,236,Manhattan,Upper East Side North
630,261,Manhattan,World Trade Center
631,142,Manhattan,Lincoln Square East
632,161,Manhattan,Midtown Center
633,142,Manhattan,Lincoln Square East
634,142,Manhattan,Lincoln Square East
635,233,Manhattan,UN/Turtle Bay South
636,236,Manhattan,Upper East Side North
637,231,Manhattan,TriBeCa/Civic Center
638,25,Brooklyn,Boerum Hill
639,237,Manhattan,Upper East Side South
640,43,Manhattan,Central Park
641,48,Manhattan,Clinton East
642,234,Manhattan,Union Sq
643,170,Manhattan,Murray Hill
644,234,Manhattan,Union Sq
645,163,Manhattan,Midtown North
646,162,Manhattan,Midtown East
647,236,Manhattan,Upper East Side North
648,151,Manhattan,Manhattan Valley
649,79,Manhattan,East Village
650,113,Manhattan,Greenwich Village North
651,236,Manhattan,Upper East Side North
652,230,Manhattan,Times Sq/Theatre District
653,50,Manhattan,Clinton West
654,234,Manhattan,Union Sq
655,238,Manhattan,Upper West Side North
656,141,Manhattan,Lenox Hill West
657,262,Manhattan,Yorkville East
658,234,Manhattan,Union Sq
659,236,Manhattan,Upper East Side North
660,107,Manhattan,Gramercy
661,162,Manhattan,Midtown East
662,238,Manhattan,Upper West Side North
663,13,Manhattan,Battery Park City
664,264,Unknown,NV
665,163,Manhattan,Midtown North
666,170,Manhattan,Murray Hill
667,234,Manhattan,Union Sq
668,50,Manhattan,Clinton West
669,170,Manhattan,Murray Hill
670,237,Manhattan,Upper East Side South
671,233,Manhattan,UN/Turtle Bay South
672,249,Manhattan,West Village
673,68,Manhattan,East Chelsea
674,48,Manhattan,Clinton East
675,231,Manhattan,TriBeCa/Civic Center
676,170,Manhattan,Murray Hill
677,224,Manhattan,Stuy Town/Peter Cooper Village
678,236,Manhattan,Upper East Side North
679,142,Manhattan,Lincoln Square East
680,43,Manhattan,Central Park
681,231,Manhattan,TriBeCa/Civic Center
682,48,Manhattan,Clinton East
683,125,Manhattan,Hudson Sq
684,141,Manhattan,Lenox Hill West
685,170,Manhattan,Murray Hill
686,163,Manhattan,Midtown North
687,186,Manhattan,Penn Station/Madison Sq West
688,162,Manhattan,Midtown East
689,170,Manhattan,Murray Hill
690,234,Manhattan,Union Sq
691,234,Manhattan,Union Sq
692,140,Manhattan,Lenox Hill East
693,43,Manhattan,Central Park
694,107,Manhattan,Gramercy
695,163,Manhattan,Midtown North
696,237,Manhattan,Upper East Side South
697,238,Manhattan,Upper West Side North
698,162,Manhattan,Midtown East
699,234,Manhattan,Union Sq
700,262,Manhattan,Yorkville East
701,239,Manhattan,Upper West Side South
702,162,Manhattan,Midtown East
703,234,Manhattan,Union Sq
704,236,Manhattan,Upper East Side North
705,234,Manhattan,Union Sq
706,237,Manhattan,Upper East Side South
707,4,Manhattan,Alphabet City
708,161,Manhattan,Midtown Center
709,48,Manhattan,Clinton East
710,114,Manhattan,Greenwich Village South
711,234,Manhattan,Union Sq
712,79,Manhattan,East Village
713,230,Manhattan,Times Sq/Theatre District
714,236,Manhattan,Upper East Side North
715,90,Manhattan,Flatiron
716,246,Manhattan,West Chelsea/Hudson Yards
717,137,Manhattan,Kips Bay
718,237,Manhattan,Upper East Side South
719,161,Manhattan,Midtown Center
720,13,Manhattan,Battery Park City
721,238,Manhattan,Upper West Side North
722,158,Manhattan,Meatpacking/West Village West
723,138,Queens,LaGuardia Airport
724,141,Manhattan,Lenox Hill West
725,125,Manhattan,Hudson Sq
726,233,Manhattan,UN/Turtle Bay South
727,233,Manhattan,UN/Turtle Bay South
728,211,Manhattan,SoHo
729,239,Manhattan,Upper West Side South
730,236,Manhattan,Upper East Side North
731,90,Manhattan,Flatiron
732,151,Manhattan,Manhattan Valley
733,88,Manhattan,Financial District South
734,158,Manhattan,Meatpacking/West Village West
735,100,Manhattan,Garment District
736,234,Manhattan,Union Sq
737,164,Manhattan,Midtown South
738,141,Manhattan,Lenox Hill West
739,142,Manhattan,Lincoln Square East
740,236,Manhattan,Upper East Side North
741,142,Manhattan,Lincoln Square East
742,161,Manhattan,Midtown Center
743,234,Manhattan,Union Sq
744,161,Manhattan,Midtown Center
745,211,Manhattan,SoHo
746,230,Manhattan,Times Sq/Theatre District
747,100,Manhattan,Garment District
748,229,Manhattan,Sutton Place/Turtle Bay North
749,230,Manhattan,Times Sq/Theatre District
750,100,Manhattan,Garment District
751,170,Manhattan,Murray Hill
752,114,Manhattan,Greenwich Village South
753,107,Manhattan,Gramercy
754,239,Manhattan,Upper West Side South
755,107,Manhattan,Gramercy
756,166,Manhattan,Morningside Heights
757,162,Manhattan,Midtown East
758,163,Manhattan,Midtown North
759,162,Manhattan,Midtown East
760,43,Manhattan,Central Park
761,224,Manhattan,Stuy Town/Peter Cooper Village
762,163,Manhattan,Midtown North
763,132,Queens,JFK Airport
764,48,Manhattan,Clinton East
765,79,Manhattan,East Village
766,239,Manhattan,Upper West Side South
767,164,Manhattan,Midtown South
768,45,Manhattan,Chinatown
769,237,Manhattan,Upper East Side South
770,239,Manhattan,Upper West Side South
771,138,Queens,LaGuardia Airport
772,186,Manhattan,Penn Station/Madison Sq West
773,161,Manhattan,Midtown Center
774,143,Manhattan,Lincoln Square West
775,230,Manhattan,Times Sq/Theatre District
776,186,Manhattan,Penn Station/Madison Sq West
777,162,Manhattan,Midtown East
778,141,Manhattan,Lenox Hill West
779,141,Manhattan,Lenox Hill West
780,113,Manhattan,Greenwich Village North
781,164,Manhattan,Midtown South
782,48,Manhattan,Clinton East
783,249,Manhattan,West Village
