BoroName,BoroCode,CTLabel,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
Queens,4,1203,120300,4120300,E,QN52,East Flushing,4103,6496.703918,1980421.718
Queens,4,1205,120500,4120500,E,QN52,East Flushing,4103,6065.701103,2176840.416
Queens,4,1241,124100,4124100,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11577.0798,5369893.95
Queens,4,1247,124700,4124700,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,10220.91617,5206785.78
Queens,4,1291.04,129104,4129104,I,QN42,Oakland Gardens,4104,13515.58083,7607337.789
Queens,4,1339,133900,4133900,I,QN41,Fresh Meadows-Utopia,4106,6239.591222,2434847.379
Queens,4,1409.01,140901,4140901,I,QN46,Bayside-Bayside Hills,4104,6706.102712,2608328.086
Queens,4,1409.02,140902,4140902,I,QN48,Auburndale,4104,10718.76284,5843531.857
Queens,4,1451.02,145102,4145102,I,QN46,Bayside-Bayside Hills,4104,9156.789096,3780661.872
Bronx,2,344,34400,2034400,I,BX31,Allerton-Pelham Gardens,3704,5823.581358,1690333.079
Queens,4,1579.01,157901,4157901,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,13516.73277,9833175.327
Queens,4,1579.02,157902,4157902,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,11455.7969,7773114.069
Queens,4,1579.03,157903,4157903,I,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,12918.42746,7335307.222
Queens,4,18,1800,4001800,E,QN53,Woodhaven,4111,6172.669837,1912263.159
Queens,4,20,2000,4002000,I,QN53,Woodhaven,4111,5805.078278,1548759.254
Queens,4,204,20400,4020400,E,QN61,Jamaica,4112,8843.42768,3087690.431
Queens,4,32,3200,4003200,E,QN53,Woodhaven,4111,5665.189165,1791170.584
Queens,4,1129,112900,4112900,I,QN46,Bayside-Bayside Hills,4104,9020.312501,3764154.169
Queens,4,267,26700,4026700,I,QN29,Elmhurst,4107,6496.952056,2259540.09
Bronx,2,369.01,36901,2036901,E,BX17,East Tremont,3705,4385.269387,1054250.142
Queens,4,470,47000,4047000,E,QN61,Jamaica,4112,6632.604598,2471021.549
Bronx,2,235.01,23501,2023501,E,BX41,Mount Hope,3707,4891.910829,731673.2651
Bronx,2,403.02,40302,2040302,E,BX05,Bedford Park-Fordham North,3706,4475.294226,682700.6616
Bronx,2,267.02,26702,2026702,E,BX28,Van Cortlandt Village,3701,6366.483135,1819284.64
Queens,4,480,48000,4048000,E,QN61,Jamaica,4112,6510.424868,2484765.364
Bronx,2,233.02,23302,2023302,E,BX41,Mount Hope,3707,3601.911614,678959.354
Queens,4,188,18800,4018800,I,QN76,Baisley Park,4112,6955.464528,1901478.547
Queens,4,192,19200,4019200,E,QN76,Baisley Park,4112,8038.55968,2141522.108
Queens,4,174,17400,4017400,E,QN55,South Ozone Park,4113,7456.079573,2073990.669
Queens,4,176,17600,4017600,E,QN55,South Ozone Park,4113,7440.499793,2068075.399
Queens,4,1435,143500,4143500,I,QN46,Bayside-Bayside Hills,4104,8640.845905,3803289.004
Queens,4,138,13800,4013800,E,QN60,Kew Gardens,4111,8140.421781,1828863.795
Queens,4,284,28400,4028400,E,QN76,Baisley Park,4112,8934.815862,4618712.401
Queens,4,580,58000,4058000,I,QN34,Queens Village,4105,11859.69763,5917014.344
Queens,4,713.03,71303,4071303,I,QN17,Forest Hills,4108,6017.51709,1571444.162
Queens,4,779.02,77902,4077902,I,QN37,Kew Gardens Hills,4106,10935.86857,6065854.271
Queens,4,779.07,77907,4077907,E,QN37,Kew Gardens Hills,4106,6170.514179,2307804.256
Queens,4,170,17000,4017000,E,QN55,South Ozone Park,4113,7740.702137,2379227.131
Queens,4,194,19400,4019400,I,QN01,South Jamaica,4112,7753.725022,3230544.238
Brooklyn,3,974,97400,3097400,I,BK50,Canarsie,4009,7198.095853,2712076.723
Brooklyn,3,445,44500,3044500,E,BK77,Bushwick North,4002,5590.854697,1827456.087
Brooklyn,3,66,6600,3006600,I,BK31,Bay Ridge,4013,5243.925346,1653273.36
Brooklyn,3,620,62000,3062000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9588.799946,3439027.739
Brooklyn,3,390,39000,3039000,E,BK25,Homecrest,4016,6671.629552,1871911.315
Bronx,2,328,32800,2032800,E,BX07,Bronxdale,3704,7120.211933,2202647.784
Bronx,2,340,34000,2034000,E,BX07,Bronxdale,3704,5860.178835,1704073.064
Brooklyn,3,49,4900,3004900,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5528.991799,1051003.111
Brooklyn,3,94,9400,3009400,E,BK34,Sunset Park East,4012,5203.583962,1625600.911
Brooklyn,3,96,9600,3009600,E,BK34,Sunset Park East,4012,5203.073715,1622766.586
Brooklyn,3,82,8200,3008200,E,BK32,Sunset Park West,4012,4989.68675,1517026.099
Brooklyn,3,86,8600,3008600,I,BK34,Sunset Park East,4012,4685.244935,1221916.798
Brooklyn,3,259.01,25901,3025901,E,BK75,Bedford,4003,4269.118632,863635.7669
Brooklyn,3,1176.02,117602,3117602,E,BK83,Cypress Hills-City Line,4008,5876.214934,1548007.981
Brooklyn,3,349,34900,3034900,E,BK61,Crown Heights North,4006,6098.133457,1756872.767
Brooklyn,3,351,35100,3035100,E,BK61,Crown Heights North,4006,6101.303434,1755149.808
Brooklyn,3,642,64200,3064200,E,BK44,Madison,4016,6854.435065,2530379.299
Brooklyn,3,644,64400,3064400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6505.531261,2145902.196
Queens,4,55,5500,4005500,I,QN68,Queensbridge-Ravenswood-Long Island City,4101,5268.301308,1786237.893
Manhattan,1,119,11900,1011900,I,MN17,Midtown-Midtown South,3807,5722.090339,1911310.522
Manhattan,1,125,12500,1012500,I,MN17,Midtown-Midtown South,3807,5683.937071,1875481.621
Manhattan,1,225,22500,1022500,E,MN04,Hamilton Heights,3802,7936.633968,2960365.532
Manhattan,1,293,29300,1029300,E,MN01,Marble Hill-Inwood,3801,5489.623809,1690644.704
Brooklyn,3,200,20000,3020000,E,BK30,Dyker Heights,4013,5280.941799,1451580.193
Brooklyn,3,202,20200,3020200,I,BK30,Dyker Heights,4013,5281.122969,1451352.466
Brooklyn,3,259.02,25902,3025902,E,BK75,Bedford,4003,3211.235839,642013.904
Brooklyn,3,168,16800,3016800,I,BK27,Bath Beach,4017,5646.961834,1767486.757
Bronx,2,158,15800,2015800,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,5918.690944,1751816.326
Manhattan,1,30.01,3001,1003001,E,MN27,Chinatown,3809,4758.460807,1344750.539
Bronx,2,152,15200,2015200,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,8887.222307,3151751.282
Brooklyn,3,582,58200,3058200,E,BK25,Homecrest,4016,5388.123107,1738266.687
Brooklyn,3,554,55400,3055400,E,BK25,Homecrest,4016,5578.364531,1821785.667
Brooklyn,3,556,55600,3055600,E,BK25,Homecrest,4016,5871.357228,2079990.279
Brooklyn,3,834,83400,3083400,I,BK91,East Flatbush-Farragut,4010,4991.015983,1355748.334
Brooklyn,3,854,85400,3085400,E,BK91,East Flatbush-Farragut,4010,7324.948251,1385790.069
Bronx,2,224.03,22403,2022403,E,BX49,Pelham Parkway,3704,5656.252765,1338120.967
Manhattan,1,16,1600,1001600,I,MN27,Chinatown,3809,6391.788333,2233319.594
Brooklyn,3,462.01,46201,3046201,E,BK42,Flatbush,4015,4984.099227,1381203.775
Bronx,2,448,44800,2044800,I,BX62,Woodlawn-Wakefield,3702,5439.258676,1817406.932
Queens,4,947,94700,4094700,E,QN23,College Point,4103,8723.378829,2935620.794
Brooklyn,3,982,98200,3098200,E,BK50,Canarsie,4009,8952.013164,3723765.687
Brooklyn,3,30,3000,3003000,I,BK31,Bay Ridge,4013,4715.150945,1174204.909
Queens,4,1403,140300,4140300,I,QN46,Bayside-Bayside Hills,4104,8235.135036,4116709.209
Queens,4,613.02,61302,4061302,I,QN20,Ridgewood,4110,10370.46084,5511490.944
Queens,4,623,62300,4062300,I,QN19,Glendale,4110,5381.883643,1688804.282
Queens,4,625,62500,4062500,I,QN19,Glendale,4110,6042.809976,2137199.214
Queens,4,745,74500,4074500,E,QN17,Forest Hills,4108,6396.995601,1805456.962
Queens,4,1017,101700,4101700,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,14076.42739,10682968.81
Manhattan,1,120,12000,1012000,I,MN40,Upper East Side-Carnegie Hill,3805,5693.865387,1862415.442
Queens,4,1141,114100,4114100,I,QN51,Murray Hill,4103,9904.913411,4816036.079
Queens,4,450,45000,4045000,E,QN35,Briarwood-Jamaica Hills,4106,5557.305855,1819154.158
Queens,4,1267,126700,4126700,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,14754.87634,8500177.124
Queens,4,1223,122300,4122300,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11300.01856,5271319.37
Queens,4,1341,134100,4134100,I,QN41,Fresh Meadows-Utopia,4106,12584.18646,6340103
Brooklyn,3,360.02,36002,3036002,E,BK19,Brighton Beach,4018,3860.148355,924220.9318
Brooklyn,3,561,56100,3056100,I,BK76,Greenpoint,4001,8469.794427,3577947.655
Bronx,2,332.01,33201,2033201,E,BX07,Bronxdale,3704,4758.788927,1224202.477
Manhattan,1,128,12800,1012800,I,MN40,Upper East Side-Carnegie Hill,3805,5818.32051,1924402.657
Queens,4,152,15200,4015200,I,QN54,Richmond Hill,4111,6784.121619,2073445.93
Queens,4,206,20600,4020600,E,QN61,Jamaica,4112,6813.674691,1626141.58
Queens,4,472,47200,4047200,I,QN06,Jamaica Estates-Holliswood,4106,10370.61138,5532951.504
Brooklyn,3,932,93200,3093200,I,BK91,East Flatbush-Farragut,4010,6930.881117,3019000.008
Queens,4,590,59000,4059000,I,QN33,Cambria Heights,4105,5991.95123,1702017.068
Queens,4,47,4700,4004700,E,QN70,Astoria,4101,5564.480933,1928980.7
Brooklyn,3,908,90800,3090800,I,BK81,Brownsville,4007,7555.778169,3194827.516
Staten Island,5,114.02,11402,5011402,I,SI45,New Dorp-Midland Beach,3902,10355.21437,6228603.971
Brooklyn,3,403,40300,3040300,E,BK78,Bushwick South,4002,6937.017865,2208071.983
Brooklyn,3,1118,111800,3111800,E,BK82,East New York,4008,5292.340113,1745783.827
Queens,4,919,91900,4091900,E,QN23,College Point,4103,17770.30691,4909027.513
Queens,4,925,92500,4092500,E,QN23,College Point,4103,7714.748303,3362669.256
Brooklyn,3,766,76600,3076600,E,BK42,Flatbush,4015,4504.392232,887314.0585
Bronx,2,408,40800,2040800,E,BX44,Williamsbridge-Olinville,3702,5059.690089,1324406.337
Brooklyn,3,527,52700,3052700,E,BK73,North Side-South Side,4001,6448.607567,2045672.642
Brooklyn,3,529,52900,3052900,I,BK72,Williamsburg,4001,6118.983997,1882580.923
Queens,4,456,45600,4045600,E,QN35,Briarwood-Jamaica Hills,4106,7547.459987,1696420.222
Bronx,2,211,21100,2021100,E,BX26,Highbridge,3708,6510.599626,1659664.637
Queens,4,505,50500,4050500,I,QN21,Middle Village,4110,4512.758462,1224020.334
Bronx,2,228,22800,2022800,E,BX49,Pelham Parkway,3704,6509.690547,1851825.773
Bronx,2,277,27700,2027700,E,BX28,Van Cortlandt Village,3701,7024.706278,1831494.545
Bronx,2,273,27300,2027300,E,BX28,Van Cortlandt Village,3701,7643.867839,2120762.728
Bronx,2,420,42000,2042000,E,BX44,Williamsbridge-Olinville,3702,5084.222791,1615128.665
Bronx,2,213.02,21302,2021302,E,BX26,Highbridge,3708,5671.180172,1869241.554
Brooklyn,3,257,25700,3025700,I,BK75,Bedford,4003,6440.912734,1949087.306
Bronx,2,267.01,26701,2026701,E,BX28,Van Cortlandt Village,3701,3658.667279,742841.5832
Queens,4,633.01,63301,4063301,I,QN19,Glendale,4110,5567.508597,1450127.303
Queens,4,633.02,63302,4063302,I,QN19,Glendale,4110,6443.189644,1493062.546
Bronx,2,244,24400,2024400,I,BX37,Van Nest-Morris Park-Westchester Square,3704,6484.404436,1892754.13
Queens,4,855,85500,4085500,E,QN22,Flushing,4103,4829.54813,1405499.86
Queens,4,863,86300,4086300,E,QN51,Murray Hill,4103,5057.53183,1551084.281
Queens,4,865,86500,4086500,E,QN22,Flushing,4103,5149.178577,1685034.015
Queens,4,1163,116300,4116300,E,QN51,Murray Hill,4103,8496.80352,2707156.438
Queens,4,1047,104700,4104700,E,QN51,Murray Hill,4103,13160.64143,9061045.532
Queens,4,1159,115900,4115900,E,QN51,Murray Hill,4103,7333.570329,3326142.87
Bronx,2,363,36300,2036300,E,BX17,East Tremont,3705,6415.396232,2382766.22
Bronx,2,227.03,22703,2022703,I,BX41,Mount Hope,3707,2816.869532,456337.4845
Bronx,2,227.02,22702,2022702,E,BX41,Mount Hope,3707,3934.093156,557878.3347
Staten Island,5,170.09,17009,5017009,I,SI48,Arden Heights,3901,14139.25307,11566024.37
Queens,4,357,35700,4035700,I,QN27,East Elmhurst,4102,10982.17292,6503534.883
Manhattan,1,150.01,15001,1015001,I,MN40,Upper East Side-Carnegie Hill,3805,3124.393162,556354.3758
Bronx,2,98,9800,2009800,E,BX59,Westchester-Unionport,3709,10244.28652,5559622.292
Queens,4,96,9600,4009600,I,QN55,South Ozone Park,4113,6574.85706,2222233.85
Queens,4,45,4500,4004500,I,QN70,Astoria,4101,7941.412186,2375492.207
Queens,4,53,5300,4005300,E,QN70,Astoria,4101,8537.628224,2111785.653
Brooklyn,3,480,48000,3048000,E,BK42,Flatbush,4015,5432.248963,1643797.878
Brooklyn,3,482,48200,3048200,E,BK42,Flatbush,4015,6712.515766,2121452.725
Brooklyn,3,484,48400,3048400,E,BK41,Kensington-Ocean Parkway,4014,6302.72238,2251812.247
Brooklyn,3,1174,117400,3117400,E,BK83,Cypress Hills-City Line,4008,6842.141947,2295155.614
Brooklyn,3,1176.01,117601,3117601,E,BK83,Cypress Hills-City Line,4008,6040.079355,1639988.144
Bronx,2,210.01,21001,2021001,E,BX46,Parkchester,3709,7202.110704,2077421.793
Bronx,2,238,23800,2023800,E,BX37,Van Nest-Morris Park-Westchester Square,3704,8872.23721,3654703.118
Bronx,2,222,22200,2022200,E,BX46,Parkchester,3709,9735.84328,2370424.589
Brooklyn,3,36,3600,3003600,I,BK31,Bay Ridge,4013,5022.630623,1348886.859
Brooklyn,3,68,6800,3006800,E,BK31,Bay Ridge,4013,5840.803227,1996655.736
Queens,4,1447,144700,4144700,I,QN46,Bayside-Bayside Hills,4104,8532.440279,4401154.895
Queens,4,57,5700,4005700,I,QN70,Astoria,4101,6805.196491,2406263.317
Queens,4,59,5900,4005900,I,QN70,Astoria,4101,6129.011011,2047587.032
Queens,4,548,54800,4054800,I,QN34,Queens Village,4105,7075.544359,2423672.427
Queens,4,473,47300,4047300,E,QN29,Elmhurst,4107,6890.664713,1958959.602
Bronx,2,300,30000,2030000,I,BX10,Pelham Bay-Country Club-City Island,3703,8560.0593,4490156.629
Queens,4,155,15500,4015500,E,QN70,Astoria,4101,8259.373436,1587954.994
Queens,4,157,15700,4015700,I,QN70,Astoria,4101,7244.305155,1383061.292
Queens,4,159,15900,4015900,E,QN70,Astoria,4101,6058.446707,1826098.401
Brooklyn,3,1198,119800,3119800,I,BK82,East New York,4008,8959.334517,3527651.629
Manhattan,1,106.01,10601,1010601,I,MN19,Turtle Bay-East Midtown,3808,4629.049743,1305574.866
Brooklyn,3,261,26100,3026100,E,BK75,Bedford,4003,5880.897717,2146490.189
Bronx,2,302,30200,2030200,I,BX13,Co-op City,3703,10485.32733,6063936.729
Manhattan,1,208,20800,1020800,E,MN03,Central Harlem North-Polo Grounds,3803,5174.639899,1599291.867
Brooklyn,3,1106,110600,3110600,E,BK82,East New York,4008,5477.130207,1841331.756
Brooklyn,3,135,13500,3013500,I,BK37,Park Slope-Gowanus,4005,5224.710118,1635300.973
Brooklyn,3,367,36700,3036700,I,BK79,Ocean Hill,4007,5904.510337,2024543.155
Brooklyn,3,511,51100,3051100,E,BK90,East Williamsburg,4001,5290.659228,1711548.774
Manhattan,1,121,12100,1012100,E,MN15,Clinton,3807,5730.058898,1919460.663
Brooklyn,3,169,16900,3016900,I,BK40,Windsor Terrace,4012,6152.549694,2257354.468
Brooklyn,3,171,17100,3017100,I,BK40,Windsor Terrace,4012,6141.88802,2247115.358
Queens,4,592,59200,4059200,I,QN33,Cambria Heights,4105,8759.050494,2441953.793
Queens,4,622,62200,4062200,I,QN33,Cambria Heights,4105,10230.98369,4707928.65
Manhattan,1,226,22600,1022600,E,MN03,Central Harlem North-Polo Grounds,3803,5681.122376,1642680.527
Brooklyn,3,1022,102200,3102200,I,BK50,Canarsie,4009,5377.817152,1752586.566
Manhattan,1,55.01,5501,1005501,I,MN23,West Village,3810,4650.767173,1338496.813
Bronx,2,77,7700,2007700,E,BX34,Melrose South-Mott Haven North,3710,4500.485299,1214306.291
Bronx,2,75,7500,2007500,E,BX34,Melrose South-Mott Haven North,3710,7309.730115,2458741.054
Bronx,2,73,7300,2007300,E,BX34,Melrose South-Mott Haven North,3710,5173.769721,1507593.075
Bronx,2,79,7900,2007900,E,BX34,Melrose South-Mott Haven North,3710,7474.502828,2126625.799
Brooklyn,3,356.01,35601,3035601,E,BK23,West Brighton,4018,3524.799377,719554.0537
Brooklyn,3,616,61600,3061600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,18111.97532,7848777.366
Bronx,2,375.04,37504,2037504,E,BX17,East Tremont,3705,8835.916672,2585510.841
Brooklyn,3,537,53700,3053700,E,BK72,Williamsburg,4001,5673.156769,1802604.21
Bronx,2,265,26500,2026500,E,BX30,Kingsbridge Heights,3706,7517.126962,2173748.168
Brooklyn,3,422,42200,3042200,I,BK25,Homecrest,4016,6172.108861,2443185.634
Brooklyn,3,438,43800,3043800,E,BK46,Ocean Parkway South,4014,5435.941974,1671530.452
Brooklyn,3,1502,150200,3150200,I,BK40,Windsor Terrace,4012,11171.74988,3430496.811
Bronx,2,382,38200,2038200,E,BX44,Williamsbridge-Olinville,3702,7994.410664,1704010.263
Brooklyn,3,494,49400,3049400,E,BK41,Kensington-Ocean Parkway,4014,5704.768264,1970839.627
Queens,4,75,7500,4007500,I,QN70,Astoria,4101,4761.510665,1391318.849
Queens,4,77,7700,4007700,I,QN70,Astoria,4101,4849.723047,1363202.128
Queens,4,455,45500,4045500,E,QN25,Corona,4107,5292.801566,1594376.579
Queens,4,630,63000,4063000,I,QN66,Laurelton,4105,8404.761053,2071306.612
Manhattan,1,134,13400,1013400,I,MN31,Lenox Hill-Roosevelt Island,3805,5602.246801,1956780.763
Brooklyn,3,131,13100,3013100,I,BK37,Park Slope-Gowanus,4005,5288.633314,1684555.916
Queens,4,309.04,30904,4030904,I,QN28,Jackson Heights,4102,9325.348165,4328478.145
Queens,4,492,49200,4049200,I,QN06,Jamaica Estates-Holliswood,4106,10957.15115,5157271.235
Queens,4,122,12200,4012200,E,QN54,Richmond Hill,4111,6473.723624,2235080.395
Queens,4,144,14400,4014400,I,QN54,Richmond Hill,4111,7788.964266,2348361.881
Queens,4,150,15000,4015000,E,QN54,Richmond Hill,4111,7724.838404,1583627.867
Brooklyn,3,385,38500,3038500,E,BK35,Stuyvesant Heights,4003,5637.036617,1877794.572
Brooklyn,3,301,30100,3030100,E,BK79,Ocean Hill,4007,7471.479687,2133891.754
Queens,4,120,12000,4012000,E,QN54,Richmond Hill,4111,5164.383394,1580707.943
Queens,4,148,14800,4014800,E,QN54,Richmond Hill,4111,8029.637256,1754562.792
Bronx,2,31,3100,2003100,E,BX39,Mott Haven-Port Morris,3710,5846.673055,1680016.304
Bronx,2,52,5200,2005200,E,BX55,Soundview-Bruckner,3709,5762.45612,2009765.321
Brooklyn,3,149,14900,3014900,I,BK37,Park Slope-Gowanus,4005,6519.161416,2684799.709
Brooklyn,3,145,14500,3014500,E,BK32,Sunset Park West,4012,6539.280972,2317301.553
Brooklyn,3,147,14700,3014700,I,BK32,Sunset Park West,4012,4546.553241,1142414.934
Manhattan,1,92,9200,1009200,I,MN19,Turtle Bay-East Midtown,3808,6172.978597,2118430.854
Manhattan,1,114.01,11401,1011401,I,MN40,Upper East Side-Carnegie Hill,3805,4119.007881,1060696.406
Queens,4,1463,146300,4146300,I,QN46,Bayside-Bayside Hills,4104,7523.875902,3526503.842
Brooklyn,3,253,25300,3025300,E,BK75,Bedford,4003,5626.98783,1741981.224
Queens,4,1467,146700,4146700,I,QN46,Bayside-Bayside Hills,4104,9465.098968,3759537.781
Queens,4,1008.01,100801,4100801,E,QN15,Far Rockaway-Bayswater,4114,15369.00717,6931019.171
Manhattan,1,1,100,1000100,I,MN99,park-cemetery-etc-Manhattan,3810,11023.0479,1844421.237
Brooklyn,3,448,44800,3044800,E,BK46,Ocean Parkway South,4014,8077.930745,2423965.303
Brooklyn,3,508.04,50804,3050804,E,BK42,Flatbush,4015,4305.947623,1110945.631
Brooklyn,3,450,45000,3045000,E,BK46,Ocean Parkway South,4014,6231.170724,2370291.994
Brooklyn,3,802,80200,3080200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5767.215923,1994115.262
Brooklyn,3,758,75800,3075800,I,BK43,Midwood,4015,6398.444704,2209765.961
Queens,4,1151,115100,4115100,I,QN51,Murray Hill,4103,7208.364597,3192227.701
Queens,4,1171,117100,4117100,E,QN51,Murray Hill,4103,9896.060011,4280909.707
Queens,4,405,40500,4040500,E,QN26,North Corona,4102,6911.167131,1393598.345
Queens,4,407,40700,4040700,E,QN26,North Corona,4102,8741.995512,2147774.731
Queens,4,409,40900,4040900,E,QN26,North Corona,4102,7998.160119,1641232.55
Manhattan,1,131,13100,1013100,I,MN17,Midtown-Midtown South,3807,5680.123242,1874645.504
,,,,,,,,,,
 -73.9318772173972 40.5946886823703, -73.9319050358965 40.594685411766214, -73.93193364983979 40.59469240430236, -73.93199915298689 40.59472828630572, -73.93208972932091 40.59479438694406, -73.93212964858496 40.59482874246903, -73.93216666204161 40.59486309676737, -73.93221820952607 40.59489192177981, -73.93225233912364 40.59490467831861, -73.93230826395404 40.594916340487096, -73.93234749083403 40.59491691693657
Queens,4,257,25700,4025700,I,QN63,Woodside,4109,7917.298467,1621552.654
Queens,4,263,26300,4026300,E,QN63,Woodside,4109,6010.43288,2172037.411
Queens,4,265,26500,4026500,E,QN50,Elmhurst-Maspeth,4109,6833.642098,1974553.383
Queens,4,291,29100,4029100,E,QN28,Jackson Heights,4102,7461.42141,2757506.839
Queens,4,293,29300,4029300,I,QN63,Woodside,4109,6231.03499,1685392.726
Queens,4,513,51300,4051300,E,QN30,Maspeth,4110,6462.423121,2082794.293
Bronx,2,210.02,21002,2021002,E,BX46,Parkchester,3709,6110.487703,1846960.053
Bronx,2,212,21200,2021200,E,BX46,Parkchester,3709,4254.985024,1101640.105
Bronx,2,388,38800,2038800,E,BX44,Williamsbridge-Olinville,3702,5125.999455,1593876.064
Bronx,2,390,39000,2039000,E,BX44,Williamsbridge-Olinville,3702,5775.061777,1966311.162
Bronx,2,386,38600,2038600,E,BX03,Eastchester-Edenwald-Baychester,3702,9718.977757,4405922.377
Brooklyn,3,283,28300,3028300,E,BK35,Stuyvesant Heights,4003,4848.738184,1311680.724
Brooklyn,3,377,37700,3037700,E,BK35,Stuyvesant Heights,4003,5741.181435,2047553.373
Manhattan,1,112.03,11203,1011203,I,MN19,Turtle Bay-East Midtown,3808,3701.173281,854082.5127
Brooklyn,3,373,37300,3037300,E,BK79,Ocean Hill,4007,6148.269458,1838509.759
Brooklyn,3,375,37500,3037500,E,BK35,Stuyvesant Heights,4003,5943.210168,1708660.149
Bronx,2,229.01,22901,2022901,E,BX41,Mount Hope,3707,4867.159294,1271602.734
Manhattan,1,149,14900,1014900,I,MN14,Lincoln Square,3806,5690.756446,1880349.983
Queens,4,169,16900,4016900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7382.075532,2485167.585
Bronx,2,46,4600,2004600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,5224.601886,1432044.165
Brooklyn,3,343,34300,3034300,E,BK61,Crown Heights North,4006,5689.148339,1745164.215
Brooklyn,3,345,34500,3034500,E,BK61,Crown Heights North,4006,5684.446148,1759937.396
Brooklyn,3,112,11200,3011200,E,BK34,Sunset Park East,4012,5459.472146,1843970.961
Bronx,2,310,31000,2031000,I,BX31,Allerton-Pelham Gardens,3704,10741.01127,6834236.032
Brooklyn,3,394,39400,3039400,E,BK25,Homecrest,4016,7000.165098,2067691.425
Brooklyn,3,71,7100,3007100,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5816.04662,1840258.51
Brooklyn,3,127,12700,3012700,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5308.967591,1759470.563
Brooklyn,3,286,28600,3028600,E,BK27,Bath Beach,4017,6844.90341,1901157.604
Brooklyn,3,414.02,41402,3041402,E,BK25,Homecrest,4016,5695.766276,1659482.226
Brooklyn,3,416,41600,3041600,E,BK25,Homecrest,4016,6169.280798,1749784.701
Brooklyn,3,934,93400,3093400,E,BK96,Rugby-Remsen Village,4010,7249.880347,1913351.798
Brooklyn,3,946,94600,3094600,I,BK96,Rugby-Remsen Village,4010,8936.664438,3111144.047
Queens,4,482,48200,4048200,I,QN07,Hollis,4112,6546.12347,2454003.581
Brooklyn,3,285.02,28502,3028502,E,BK35,Stuyvesant Heights,4003,4775.421094,1290359.375
Queens,4,61,6100,4006100,E,QN70,Astoria,4101,6183.318059,2099309.541
Brooklyn,3,720,72000,3072000,E,BK58,Flatlands,4009,6664.51608,1701872.034
Queens,4,30,3000,4003000,E,QN53,Woodhaven,4111,5595.289718,1200464.426
Bronx,2,160,16000,2016000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,17368.21758,5532323.484
Brooklyn,3,722,72200,3072200,E,BK58,Flatlands,4009,8425.527831,2769417.755
Manhattan,1,227,22700,1022700,E,MN04,Hamilton Heights,3802,5486.855505,1621656.398
Queens,4,330,33000,4033000,I,QN02,Springfield Gardens North,4112,15095.32632,8812000.361
Queens,4,838,83800,4083800,E,QN55,South Ozone Park,4113,10555.3235,5332408.461
Manhattan,1,174.02,17402,1017402,E,MN33,East Harlem South,3804,3109.683543,547579.1739
Bronx,2,429.01,42901,2042901,E,BX43,Norwood,3706,6473.860498,1105150.761
Manhattan,1,215,21500,1021500,E,MN03,Central Harlem North-Polo Grounds,3803,5034.471081,750499.5371
Queens,4,464,46400,4046400,I,QN06,Jamaica Estates-Holliswood,4106,9620.318121,2430135.785
Brooklyn,3,150,15000,3015000,I,BK30,Dyker Heights,4013,5237.641008,1436079.909
Manhattan,1,70,7000,1007000,I,MN20,Murray Hill-Kips Bay,3808,5538.103552,1908709.22
Queens,4,1277,127700,4127700,I,QN06,Jamaica Estates-Holliswood,4106,14169.19883,11606255.93
Brooklyn,3,243,24300,3024300,E,BK75,Bedford,4003,5291.716499,1661539.559
Brooklyn,3,251,25100,3025100,E,BK75,Bedford,4003,5079.931019,1490422.82
Brooklyn,3,265,26500,3026500,E,BK75,Bedford,4003,5341.618067,1718284.13
Queens,4,1097,109700,4109700,I,QN46,Bayside-Bayside Hills,4104,11304.51777,4751919.671
Manhattan,1,88,8800,1008800,I,MN19,Turtle Bay-East Midtown,3808,5580.276717,1946103.314
Manhattan,1,90,9000,1009000,I,MN19,Turtle Bay-East Midtown,3808,5527.209754,1906164.157
Brooklyn,3,181,18100,3018100,I,BK68,Fort Greene,4004,5495.107397,1823380.083
Queens,4,846.01,84601,4084601,I,QN55,South Ozone Park,4113,10337.87748,3581021.058
Queens,4,95,9500,4009500,E,QN72,Steinway,4101,6035.059576,1770676.749
