,LocationID,Borough,Zone
179,79,Manhattan,East Village
180,100,Manhattan,Garment District
181,170,Manhattan,Murray Hill
182,230,Manhattan,Times Sq/Theatre District
183,237,Manhattan,Upper East Side South
184,161,Manhattan,Midtown Center
185,238,Manhattan,Upper West Side North
186,186,Manhattan,Penn Station/Madison Sq West
187,226,Queens,Sunnyside
188,74,Manhattan,East Harlem North
189,13,Manhattan,Battery Park City
190,100,Manhattan,Garment District
191,246,Manhattan,West Chelsea/Hudson Yards
192,100,Manhattan,Garment District
193,13,Manhattan,Battery Park City
194,256,Brooklyn,Williamsburg (South Side)
195,87,Manhattan,Financial District North
196,238,Manhattan,Upper West Side North
197,161,Manhattan,Midtown Center
198,162,Manhattan,Midtown East
199,68,Manhattan,East Chelsea
200,125,Manhattan,Hudson Sq
201,162,Manhattan,Midtown East
202,236,Manhattan,Upper East Side North
203,161,Manhattan,Midtown Center
204,166,Manhattan,Morningside Heights
205,246,Manhattan,West Chelsea/Hudson Yards
206,138,Queens,LaGuardia Airport
207,113,Manhattan,Greenwich Village North
208,232,Manhattan,Two Bridges/Seward Park
209,132,Queens,JFK Airport
210,87,Manhattan,Financial District North
211,264,Unknown,NV
212,164,Manhattan,Midtown South
213,74,Manhattan,East Harlem North
214,162,Manhattan,Midtown East
215,148,Manhattan,Lower East Side
216,132,Queens,JFK Airport
217,170,Manhattan,Murray Hill
218,239,Manhattan,Upper West Side South
219,137,Manhattan,Kips Bay
220,48,Manhattan,Clinton East
221,186,Manhattan,Penn Station/Madison Sq West
222,13,Manhattan,Battery Park City
223,239,Manhattan,Upper West Side South
224,262,Manhattan,Yorkville East
225,231,Manhattan,TriBeCa/Civic Center
226,79,Manhattan,East Village
227,137,Manhattan,Kips Bay
228,170,Manhattan,Murray Hill
229,140,Manhattan,Lenox Hill East
230,237,Manhattan,Upper East Side South
231,113,Manhattan,Greenwich Village North
232,132,Queens,JFK Airport
233,234,Manhattan,Union Sq
234,43,Manhattan,Central Park
235,90,Manhattan,Flatiron
236,138,Queens,LaGuardia Airport
237,162,Manhattan,Midtown East
238,229,Manhattan,Sutton Place/Turtle Bay North
239,138,Queens,LaGuardia Airport
240,50,Manhattan,Clinton West
241,170,Manhattan,Murray Hill
242,114,Manhattan,Greenwich Village South
243,143,Manhattan,Lincoln Square West
244,144,Manhattan,Little Italy/NoLiTa
245,170,Manhattan,Murray Hill
246,263,Manhattan,Yorkville West
247,231,Manhattan,TriBeCa/Civic Center
248,79,Manhattan,East Village
249,170,Manhattan,Murray Hill
250,90,Manhattan,Flatiron
251,233,Manhattan,UN/Turtle Bay South
252,163,Manhattan,Midtown North
253,79,Manhattan,East Village
254,41,Manhattan,Central Harlem
255,170,Manhattan,Murray Hill
256,13,Manhattan,Battery Park City
257,264,Unknown,NV
258,249,Manhattan,West Village
259,164,Manhattan,Midtown South
260,209,Manhattan,Seaport
261,234,Manhattan,Union Sq
262,237,Manhattan,Upper East Side South
263,249,Manhattan,West Village
264,262,Manhattan,Yorkville East
265,186,Manhattan,Penn Station/Madison Sq West
266,236,Manhattan,Upper East Side North
267,264,Unknown,NV
268,263,Manhattan,Yorkville West
269,186,Manhattan,Penn Station/Madison Sq West
270,142,Manhattan,Lincoln Square East
271,50,Manhattan,Clinton West
272,234,Manhattan,Union Sq
273,12,Manhattan,Battery Park
274,237,Manhattan,Upper East Side South
275,231,Manhattan,TriBeCa/Civic Center
276,43,Manhattan,Central Park
277,186,Manhattan,Penn Station/Madison Sq West
278,229,Manhattan,Sutton Place/Turtle Bay North
279,113,Manhattan,Greenwich Village North
280,186,Manhattan,Penn Station/Madison Sq West
281,163,Manhattan,Midtown North
282,48,Manhattan,Clinton East
283,229,Manhattan,Sutton Place/Turtle Bay North
284,79,Manhattan,East Village
285,107,Manhattan,Gramercy
286,229,Manhattan,Sutton Place/Turtle Bay North
287,107,Manhattan,Gramercy
288,132,Queens,JFK Airport
289,231,Manhattan,TriBeCa/Civic Center
290,141,Manhattan,Lenox Hill West
291,143,Manhattan,Lincoln Square West
292,158,Manhattan,Meatpacking/West Village West
293,142,Manhattan,Lincoln Square East
294,48,Manhattan,Clinton East
295,181,Brooklyn,Park Slope
296,181,Brooklyn,Park Slope
297,113,Manhattan,Greenwich Village North
298,263,Manhattan,Yorkville West
299,142,Manhattan,Lincoln Square East
300,164,Manhattan,Midtown South
301,148,Manhattan,Lower East Side
302,68,Manhattan,East Chelsea
303,132,Queens,JFK Airport
304,107,Manhattan,Gramercy
305,142,Manhattan,Lincoln Square East
306,186,Manhattan,Penn Station/Madison Sq West
307,231,Manhattan,TriBeCa/Civic Center
308,246,Manhattan,West Chelsea/Hudson Yards
309,100,Manhattan,Garment District
310,158,Manhattan,Meatpacking/West Village West
311,186,Manhattan,Penn Station/Madison Sq West
312,114,Manhattan,Greenwich Village South
313,170,Manhattan,Murray Hill
314,137,Manhattan,Kips Bay
315,209,Manhattan,Seaport
316,230,Manhattan,Times Sq/Theatre District
317,68,Manhattan,East Chelsea
318,87,Manhattan,Financial District North
319,211,Manhattan,SoHo
320,141,Manhattan,Lenox Hill West
321,229,Manhattan,Sutton Place/Turtle Bay North
322,234,Manhattan,Union Sq
323,68,Manhattan,East Chelsea
324,237,Manhattan,Upper East Side South
325,230,Manhattan,Times Sq/Theatre District
326,100,Manhattan,Garment District
327,211,Manhattan,SoHo
328,48,Manhattan,Clinton East
329,170,Manhattan,Murray Hill
330,262,Manhattan,Yorkville East
331,113,Manhattan,Greenwich Village North
332,132,Queens,JFK Airport
333,13,Manhattan,Battery Park City
334,43,Manhattan,Central Park
335,87,Manhattan,Financial District North
336,249,Manhattan,West Village
337,239,Manhattan,Upper West Side South
338,68,Manhattan,East Chelsea
339,231,Manhattan,TriBeCa/Civic Center
340,211,Manhattan,SoHo
341,138,Queens,LaGuardia Airport
342,163,Manhattan,Midtown North
343,79,Manhattan,East Village
344,234,Manhattan,Union Sq
345,230,Manhattan,Times Sq/Theatre District
346,169,Bronx,Mount Hope
347,50,Manhattan,Clinton West
348,138,Queens,LaGuardia Airport
349,186,Manhattan,Penn Station/Madison Sq West
350,141,Manhattan,Lenox Hill West
351,48,Manhattan,Clinton East
352,186,Manhattan,Penn Station/Madison Sq West
353,138,Queens,LaGuardia Airport
354,236,Manhattan,Upper East Side North
355,132,Queens,JFK Airport
356,66,Brooklyn,DUMBO/Vinegar Hill
357,186,Manhattan,Penn Station/Madison Sq West
358,237,Manhattan,Upper East Side South
359,162,Manhattan,Midtown East
360,231,Manhattan,TriBeCa/Civic Center
361,68,Manhattan,East Chelsea
362,13,Manhattan,Battery Park City
363,107,Manhattan,Gramercy
364,162,Manhattan,Midtown East
365,186,Manhattan,Penn Station/Madison Sq West
366,261,Manhattan,World Trade Center
367,75,Manhattan,East Harlem South
368,263,Manhattan,Yorkville West
369,238,Manhattan,Upper West Side North
370,148,Manhattan,Lower East Side
371,114,Manhattan,Greenwich Village South
372,114,Manhattan,Greenwich Village South
373,113,Manhattan,Greenwich Village North
374,90,Manhattan,Flatiron
375,186,Manhattan,Penn Station/Madison Sq West
376,161,Manhattan,Midtown Center
377,163,Manhattan,Midtown North
378,264,Unknown,NV
379,137,Manhattan,Kips Bay
380,164,Manhattan,Midtown South
381,234,Manhattan,Union Sq
382,100,Manhattan,Garment District
383,162,Manhattan,Midtown East
384,186,Manhattan,Penn Station/Madison Sq West
385,79,Manhattan,East Village
386,162,Manhattan,Midtown East
387,48,Manhattan,Clinton East
388,158,Manhattan,Meatpacking/West Village West
389,234,Manhattan,Union Sq
390,264,Unknown,NV
391,230,Manhattan,Times Sq/Theatre District
392,43,Manhattan,Central Park
393,162,Manhattan,Midtown East
394,161,Manhattan,Midtown Center
395,87,Manhattan,Financial District North
396,224,Manhattan,Stuy Town/Peter Cooper Village
397,48,Manhattan,Clinton East
398,163,Manhattan,Midtown North
399,170,Manhattan,Murray Hill
400,74,Manhattan,East Harlem North
401,142,Manhattan,Lincoln Square East
402,143,Manhattan,Lincoln Square West
403,138,Queens,LaGuardia Airport
404,230,Manhattan,Times Sq/Theatre District
405,239,Manhattan,Upper West Side South
406,230,Manhattan,Times Sq/Theatre District
407,132,Queens,JFK Airport
408,146,Queens,Long Island City/Queens Plaza
409,186,Manhattan,Penn Station/Madison Sq West
410,162,Manhattan,Midtown East
411,186,Manhattan,Penn Station/Madison Sq West
412,237,Manhattan,Upper East Side South
413,164,Manhattan,Midtown South
414,107,Manhattan,Gramercy
415,262,Manhattan,Yorkville East
416,231,Manhattan,TriBeCa/Civic Center
417,263,Manhattan,Yorkville West
418,132,Queens,JFK Airport
419,141,Manhattan,Lenox Hill West
420,143,Manhattan,Lincoln Square West
421,43,Manhattan,Central Park
422,229,Manhattan,Sutton Place/Turtle Bay North
423,132,Queens,JFK Airport
424,170,Manhattan,Murray Hill
425,48,Manhattan,Clinton East
426,144,Manhattan,Little Italy/NoLiTa
427,48,Manhattan,Clinton East
428,249,Manhattan,West Village
429,142,Manhattan,Lincoln Square East
430,148,Manhattan,Lower East Side
431,170,Manhattan,Murray Hill
432,163,Manhattan,Midtown North
433,48,Manhattan,Clinton East
434,4,Manhattan,Alphabet City
435,43,Manhattan,Central Park
436,233,Manhattan,UN/Turtle Bay South
437,107,Manhattan,Gramercy
438,24,Manhattan,Bloomingdale
439,141,Manhattan,Lenox Hill West
440,48,Manhattan,Clinton East
441,141,Manhattan,Lenox Hill West
442,142,Manhattan,Lincoln Square East
443,43,Manhattan,Central Park
444,161,Manhattan,Midtown Center
445,162,Manhattan,Midtown East
446,90,Manhattan,Flatiron
447,233,Manhattan,UN/Turtle Bay South
448,246,Manhattan,West Chelsea/Hudson Yards
449,143,Manhattan,Lincoln Square West
450,132,Queens,JFK Airport
451,229,Manhattan,Sutton Place/Turtle Bay North
452,68,Manhattan,East Chelsea
453,262,Manhattan,Yorkville East
454,48,Manhattan,Clinton East
455,141,Manhattan,Lenox Hill West
456,263,Manhattan,Yorkville West
457,231,Manhattan,TriBeCa/Civic Center
458,146,Queens,Long Island City/Queens Plaza
459,114,Manhattan,Greenwich Village South
460,68,Manhattan,East Chelsea
461,140,Manhattan,Lenox Hill East
462,236,Manhattan,Upper East Side North
463,107,Manhattan,Gramercy
464,79,Manhattan,East Village
465,186,Manhattan,Penn Station/Madison Sq West
466,162,Manhattan,Midtown East
467,224,Manhattan,Stuy Town/Peter Cooper Village
468,229,Manhattan,Sutton Place/Turtle Bay North
469,48,Manhattan,Clinton East
470,162,Manhattan,Midtown East
471,132,Queens,JFK Airport
472,162,Manhattan,Midtown East
473,249,Manhattan,West Village
474,45,Manhattan,Chinatown
475,260,Queens,Woodside
476,162,Manhattan,Midtown East
477,238,Manhattan,Upper West Side North
478,230,Manhattan,Times Sq/Theatre District
479,239,Manhattan,Upper West Side South
480,234,Manhattan,Union Sq
481,186,Manhattan,Penn Station/Madison Sq West
482,236,Manhattan,Upper East Side North
483,143,Manhattan,Lincoln Square West
484,164,Manhattan,Midtown South
485,100,Manhattan,Garment District
486,209,Manhattan,Seaport
487,48,Manhattan,Clinton East
488,238,Manhattan,Upper West Side North
489,148,Manhattan,Lower East Side
490,234,Manhattan,Union Sq
491,166,Manhattan,Morningside Heights
492,79,Manhattan,East Village
493,231,Manhattan,TriBeCa/Civic Center
494,232,Manhattan,Two Bridges/Seward Park
495,68,Manhattan,East Chelsea
496,142,Manhattan,Lincoln Square East
497,236,Manhattan,Upper East Side North
498,239,Manhattan,Upper West Side South
499,141,Manhattan,Lenox Hill West
500,246,Manhattan,West Chelsea/Hudson Yards
501,233,Manhattan,UN/Turtle Bay South
502,238,Manhattan,Upper West Side North
503,48,Manhattan,Clinton East
504,239,Manhattan,Upper West Side South
505,79,Manhattan,East Village
506,234,Manhattan,Union Sq
507,231,Manhattan,TriBeCa/Civic Center
508,140,Manhattan,Lenox Hill East
509,211,Manhattan,SoHo
510,164,Manhattan,Midtown South
511,262,Manhattan,Yorkville East
512,263,Manhattan,Yorkville West
513,141,Manhattan,Lenox Hill West
514,230,Manhattan,Times Sq/Theatre District
515,143,Manhattan,Lincoln Square West
516,264,Unknown,NV
517,50,Manhattan,Clinton West
518,162,Manhattan,Midtown East
519,140,Manhattan,Lenox Hill East
520,79,Manhattan,East Village
521,48,Manhattan,Clinton East
522,231,Manhattan,TriBeCa/Civic Center
523,186,Manhattan,Penn Station/Madison Sq West
524,236,Manhattan,Upper East Side North
525,186,Manhattan,Penn Station/Madison Sq West
526,231,Manhattan,TriBeCa/Civic Center
527,236,Manhattan,Upper East Side North
528,229,Manhattan,Sutton Place/Turtle Bay North
529,13,Manhattan,Battery Park City
530,87,Manhattan,Financial District North
531,100,Manhattan,Garment District
532,132,Queens,JFK Airport
533,170,Manhattan,Murray Hill
534,4,Manhattan,Alphabet City
535,236,Manhattan,Upper East Side North
536,100,Manhattan,Garment District
537,144,Manhattan,Little Italy/NoLiTa
538,246,Manhattan,West Chelsea/Hudson Yards
539,170,Manhattan,Murray Hill
540,234,Manhattan,Union Sq
541,263,Manhattan,Yorkville West
542,264,Unknown,NV
543,80,Brooklyn,East Williamsburg
544,239,Manhattan,Upper West Side South
545,231,Manhattan,TriBeCa/Civic Center
546,87,Manhattan,Financial District North
547,48,Manhattan,Clinton East
548,170,Manhattan,Murray Hill
549,138,Queens,LaGuardia Airport
550,87,Manhattan,Financial District North
551,137,Manhattan,Kips Bay
552,237,Manhattan,Upper East Side South
553,262,Manhattan,Yorkville East
554,236,Manhattan,Upper East Side North
555,249,Manhattan,West Village
556,138,Queens,LaGuardia Airport
557,186,Manhattan,Penn Station/Madison Sq West
558,229,Manhattan,Sutton Place/Turtle Bay North
559,186,Manhattan,Penn Station/Madison Sq West
560,137,Manhattan,Kips Bay
561,237,Manhattan,Upper East Side South
562,132,Queens,JFK Airport
563,114,Manhattan,Greenwich Village South
564,236,Manhattan,Upper East Side North
565,143,Manhattan,Lincoln Square West
566,79,Manhattan,East Village
567,234,Manhattan,Union Sq
568,234,Manhattan,Union Sq
569,151,Manhattan,Manhattan Valley
570,107,Manhattan,Gramercy
571,68,Manhattan,East Chelsea
572,132,Queens,JFK Airport
573,237,Manhattan,Upper East Side South
574,113,Manhattan,Greenwich Village North
575,237,Manhattan,Upper East Side South
576,141,Manhattan,Lenox Hill West
577,170,Manhattan,Murray Hill
578,162,Manhattan,Midtown East
579,163,Manhattan,Midtown North
580,231,Manhattan,TriBeCa/Civic Center
581,48,Manhattan,Clinton East
582,79,Manhattan,East Village
583,132,Queens,JFK Airport
584,238,Manhattan,Upper West Side North
585,262,Manhattan,Yorkville East
586,263,Manhattan,Yorkville West
587,145,Queens,Long Island City/Hunters Point
588,170,Manhattan,Murray Hill
589,137,Manhattan,Kips Bay
590,107,Manhattan,Gramercy
591,255,Brooklyn,Williamsburg (North Side)
592,229,Manhattan,Sutton Place/Turtle Bay North
593,230,Manhattan,Times Sq/Theatre District
594,148,Manhattan,Lower East Side
595,238,Manhattan,Upper West Side North
596,262,Manhattan,Yorkville East
597,142,Manhattan,Lincoln Square East
598,161,Manhattan,Midtown Center
599,142,Manhattan,Lincoln Square East
600,170,Manhattan,Murray Hill
601,230,Manhattan,Times Sq/Theatre District
602,90,Manhattan,Flatiron
603,114,Manhattan,Greenwich Village South
604,233,Manhattan,UN/Turtle Bay South
605,138,Queens,LaGuardia Airport
606,230,Manhattan,Times Sq/Theatre District
607,246,Manhattan,West Chelsea/Hudson Yards
608,43,Manhattan,Central Park
609,239,Manhattan,Upper West Side South
610,163,Manhattan,Midtown North
611,239,Manhattan,Upper West Side South
612,142,Manhattan,Lincoln Square East
613,13,Manhattan,Battery Park City
614,50,Manhattan,Clinton West
615,100,Manhattan,Garment District
616,138,Queens,LaGuardia Airport
617,87,Manhattan,Financial District North
618,230,Manhattan,Times Sq/Theatre District
619,164,Manhattan,Midtown South
620,87,Manhattan,Financial District North
621,107,Manhattan,Gramercy
622,138,Queens,LaGuardia Airport
623,48,Manhattan,Clinton East
624,138,Queens,LaGuardia Airport
625,162,Manhattan,Midtown East
626,141,Manhattan,Lenox Hill West
627,211,Manhattan,SoHo
628,74,Manhattan,East Harlem North
629,231,Manhattan,TriBeCa/Civic Center
630,170,Manhattan,Murray Hill
631,230,Manhattan,Times Sq/Theatre District
632,163,Manhattan,Midtown North
633,113,Manhattan,Greenwich Village North
634,265,Unknown,
635,186,Manhattan,Penn Station/Madison Sq West
636,132,Queens,JFK Airport
637,230,Manhattan,Times Sq/Theatre District
638,164,Manhattan,Midtown South
639,48,Manhattan,Clinton East
640,134,Queens,Kew Gardens
641,209,Manhattan,Seaport
642,230,Manhattan,Times Sq/Theatre District
643,249,Manhattan,West Village
644,90,Manhattan,Flatiron
645,100,Manhattan,Garment District
646,142,Manhattan,Lincoln Square East
647,230,Manhattan,Times Sq/Theatre District
648,230,Manhattan,Times Sq/Theatre District
649,246,Manhattan,West Chelsea/Hudson Yards
650,114,Manhattan,Greenwich Village South
651,234,Manhattan,Union Sq
652,237,Manhattan,Upper East Side South
653,13,Manhattan,Battery Park City
654,234,Manhattan,Union Sq
655,261,Manhattan,World Trade Center
656,33,Brooklyn,Brooklyn Heights
657,87,Manhattan,Financial District North
658,236,Manhattan,Upper East Side North
659,162,Manhattan,Midtown East
660,132,Queens,JFK Airport
661,170,Manhattan,Murray Hill
662,114,Manhattan,Greenwich Village South
663,236,Manhattan,Upper East Side North
664,170,Manhattan,Murray Hill
665,234,Manhattan,Union Sq
666,113,Manhattan,Greenwich Village North
667,144,Manhattan,Little Italy/NoLiTa
668,162,Manhattan,Midtown East
669,161,Manhattan,Midtown Center
670,75,Manhattan,East Harlem South
671,230,Manhattan,Times Sq/Theatre District
672,263,Manhattan,Yorkville West
673,209,Manhattan,Seaport
674,113,Manhattan,Greenwich Village North
675,164,Manhattan,Midtown South
676,236,Manhattan,Upper East Side North
677,162,Manhattan,Midtown East
678,264,Unknown,NV
679,263,Manhattan,Yorkville West
680,48,Manhattan,Clinton East
681,107,Manhattan,Gramercy
682,186,Manhattan,Penn Station/Madison Sq West
683,238,Manhattan,Upper West Side North
684,238,Manhattan,Upper West Side North
685,162,Manhattan,Midtown East
686,161,Manhattan,Midtown Center
687,234,Manhattan,Union Sq
688,79,Manhattan,East Village
689,48,Manhattan,Clinton East
690,162,Manhattan,Midtown East
691,161,Manhattan,Midtown Center
692,237,Manhattan,Upper East Side South
693,142,Manhattan,Lincoln Square East
694,107,Manhattan,Gramercy
695,141,Manhattan,Lenox Hill West
696,163,Manhattan,Midtown North
697,138,Queens,LaGuardia Airport
698,237,Manhattan,Upper East Side South
699,143,Manhattan,Lincoln Square West
700,164,Manhattan,Midtown South
701,151,Manhattan,Manhattan Valley
702,162,Manhattan,Midtown East
703,161,Manhattan,Midtown Center
704,233,Manhattan,UN/Turtle Bay South
705,113,Manhattan,Greenwich Village North
706,264,Unknown,NV
707,107,Manhattan,Gramercy
708,186,Manhattan,Penn Station/Madison Sq West
709,48,Manhattan,Clinton East
710,132,Queens,JFK Airport
711,100,Manhattan,Garment District
712,107,Manhattan,Gramercy
713,43,Manhattan,Central Park
714,142,Manhattan,Lincoln Square East
715,164,Manhattan,Midtown South
716,79,Manhattan,East Village
717,230,Manhattan,Times Sq/Theatre District
718,138,Queens,LaGuardia Airport
719,237,Manhattan,Upper East Side South
720,141,Manhattan,Lenox Hill West
721,166,Manhattan,Morningside Heights
722,43,Manhattan,Central Park
723,141,Manhattan,Lenox Hill West
724,158,Manhattan,Meatpacking/West Village West
725,263,Manhattan,Yorkville West
726,107,Manhattan,Gramercy
727,234,Manhattan,Union Sq
728,49,Brooklyn,Clinton Hill
729,125,Manhattan,Hudson Sq
730,125,Manhattan,Hudson Sq
731,132,Queens,JFK Airport
732,233,Manhattan,UN/Turtle Bay South
733,164,Manhattan,Midtown South
734,79,Manhattan,East Village
735,13,Manhattan,Battery Park City
736,40,Brooklyn,Carroll Gardens
737,33,Brooklyn,Brooklyn Heights
738,231,Manhattan,TriBeCa/Civic Center
739,264,Unknown,NV
740,239,Manhattan,Upper West Side South
741,234,Manhattan,Union Sq
742,114,Manhattan,Greenwich Village South
743,148,Manhattan,Lower East Side
744,236,Manhattan,Upper East Side North
745,161,Manhattan,Midtown Center
746,138,Queens,LaGuardia Airport
747,264,Unknown,NV
748,48,Manhattan,Clinton East
749,4,Manhattan,Alphabet City
750,143,Manhattan,Lincoln Square West
751,263,Manhattan,Yorkville West
752,144,Manhattan,Little Italy/NoLiTa
753,114,Manhattan,Greenwich Village South
754,48,Manhattan,Clinton East
755,107,Manhattan,Gramercy
756,263,Manhattan,Yorkville West
757,239,Manhattan,Upper West Side South
758,68,Manhattan,East Chelsea
759,233,Manhattan,UN/Turtle Bay South
760,236,Manhattan,Upper East Side North
761,162,Manhattan,Midtown East
762,43,Manhattan,Central Park
763,264,Unknown,NV
764,100,Manhattan,Garment District
765,170,Manhattan,Murray Hill
766,90,Manhattan,Flatiron
767,79,Manhattan,East Village
768,138,Queens,LaGuardia Airport
769,100,Manhattan,Garment District
770,186,Manhattan,Penn Station/Madison Sq West
771,142,Manhattan,Lincoln Square East
772,65,Brooklyn,Downtown Brooklyn/MetroTech
773,142,Manhattan,Lincoln Square East
774,233,Manhattan,UN/Turtle Bay South
775,142,Manhattan,Lincoln Square East
